YearWeekISO,ReportingCountry,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,FirstDoseRefused,SecondDose,DoseAdditional1,DoseAdditional2,DoseAdditional3,DoseAdditional4,DoseAdditional5,UnknownDose,Region,TargetGroup,Vaccine,Population
2021-W27,LU,513736.0,24570,0,10665,0,12276,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W12,LU,513736.0,2400,0,8521,0,2,0,0,0,0,0,0,LU,ALL,AZ,634730
2021-W17,LU,513736.0,6000,0,0,0,0,0,0,0,0,0,0,LU,ALL,JANSS,634730
2021-W11,LU,513736.0,7020,0,10226,0,2186,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W18,LU,513736.0,3600,0,754,0,2142,0,0,0,0,0,0,LU,ALL,MOD,634730
2021-W11,LU,513736.0,2400,0,1008,0,1,0,0,0,0,0,0,LU,ALL,AZ,634730
2021-W19,LU,513736.0,2400,0,3853,0,1136,0,0,0,0,0,0,LU,ALL,AZ,634730
2021-W19,LU,513736.0,22230,0,15351,0,14789,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W10,LU,513736.0,3600,0,313,0,183,0,0,0,0,0,0,LU,ALL,MOD,634730
2021-W19,LU,513736.0,4600,0,1886,0,0,0,0,0,0,0,0,LU,ALL,JANSS,634730
2021-W20,LU,513736.0,22230,0,11138,0,11531,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W20,LU,513736.0,3600,0,5584,0,584,0,0,0,0,0,0,LU,ALL,MOD,634730
2021-W10,LU,513736.0,12000,0,1230,0,2,0,0,0,0,0,0,LU,ALL,AZ,634730
2021-W21,LU,513736.0,22230,0,4137,0,15388,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W22,LU,513736.0,3600,0,32,0,787,0,0,0,0,0,0,LU,ALL,MOD,634730
2021-W22,LU,513736.0,19200,0,3469,0,8335,0,0,0,0,0,0,LU,ALL,AZ,634730
2021-W22,LU,513736.0,35100,0,17500,0,11660,1,0,0,0,0,0,LU,ALL,COM,634730
2021-W23,LU,513736.0,4800,0,661,0,13939,0,0,0,0,0,0,LU,ALL,AZ,634730
2022-W37,LU,513736.0,43200,0,2,0,1,44,513,12,0,0,0,LU,ALL,COMBA.1,645397
2022-W46,LU,513736.0,14400,0,3,0,5,86,1148,50,0,0,0,LU,ALL,COMBA.4-5,645397
2023-W04,LU,513736.0,25000,0,0,0,0,0,0,0,0,0,0,LU,ALL,MODBA.4-5,645397
2021-W24,LU,513736.0,12000,0,918,0,0,0,0,0,0,0,0,LU,ALL,JANSS,634730
2021-W24,LU,513736.0,30420,0,23671,0,11200,0,0,0,0,0,0,LU,ALL,COM,634730
2023-W05,LU,513736.0,10750,0,0,0,0,0,0,0,0,0,0,LU,ALL,MODBA.4-5,645397
2022-W51,LU,513736.0,75000,0,0,0,0,0,0,0,0,0,0,LU,ALL,MODBA.4-5,645397
2022-W13,LU,513736.0,4800,0,4,0,35,349,83,0,0,0,0,LU,ALL,MOD,645397
2022-W30,LU,513736.0,35000,0,1,0,4,1,0,0,0,0,0,LU,ALL,NVXD,645397
2022-W12,LU,513736.0,24570,0,20,0,67,315,121,0,0,0,0,LU,ALL,COM,645397
2022-W36,LU,513736.0,43200,0,1,0,0,1,44,0,0,0,0,LU,ALL,COMBA.1,645397
2022-W19,LU,513736.0,23040,0,13,0,22,210,700,2,0,0,0,LU,ALL,COM,645397
2022-W35,LU,513736.0,9600,0,7,0,11,61,521,4,0,0,0,LU,ALL,COM,645397
2022-W34,LU,513736.0,11520,0,8,0,10,77,758,10,0,0,0,LU,ALL,COM,645397
2022-W10,LU,513736.0,3700,0,15,0,68,720,177,0,0,0,0,LU,ALL,MOD,645397
2023-W07,LU,513736.0,21550,0,0,0,0,0,0,0,0,0,0,LU,ALL,MODBA.4-5,645397
2022-W49,LU,513736.0,4800,0,1,0,0,90,1036,29,0,0,0,LU,ALL,COMBA.4-5,645397
2022-W04,LU,513736.0,4800,0,185,0,465,8625,270,0,0,0,0,LU,ALL,MOD,645397
2022-W45,LU,513736.0,9600,0,5,0,9,0,0,0,0,0,0,LU,ALL,COM,645397
2021-W32,LU,513736.0,3600,0,12,0,1209,35,0,0,0,0,0,LU,ALL,MOD,634730
2021-W33,LU,513736.0,26910,0,1786,0,2713,36,0,0,0,0,0,LU,ALL,COM,634730
2021-W34,LU,513736.0,26910,0,1665,0,2323,24,0,0,0,0,0,LU,ALL,COM,634730
2021-W02,LU,513736.0,1200,0,0,0,0,0,0,0,0,0,0,LU,ALL,MOD,634730
2021-W34,LU,513736.0,7200,0,4,0,119,13,0,0,0,0,0,LU,ALL,MOD,634730
2021-W02,LU,513736.0,4875,0,1492,0,0,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W36,LU,513736.0,17550,0,1701,0,1918,38,0,0,0,0,0,LU,ALL,COM,634730
2021-W14,LU,513736.0,4800,0,2178,0,307,0,0,0,0,0,0,LU,ALL,MOD,634730
2021-W37,LU,513736.0,4800,0,25,0,22,9,0,0,0,0,0,LU,ALL,MOD,634730
2021-W38,LU,513736.0,11700,0,1362,0,1752,49,0,0,0,0,0,LU,ALL,COM,634730
2021-W38,LU,513736.0,4800,0,405,0,0,1,0,0,0,0,0,LU,ALL,JANSS,634730
2021-W16,LU,513736.0,17550,0,11554,0,720,0,0,0,0,0,0,LU,ALL,COM,634730
2022-W06,LU,513736.0,18720,0,155,0,726,1836,422,0,0,0,0,LU,ALL,COM,645397
2021-W09,LU,513736.0,7140,0,4023,0,2112,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W39,LU,513736.0,4800,0,328,0,0,3,0,0,0,0,0,LU,ALL,JANSS,634730
2021-W17,LU,513736.0,24570,0,15625,0,270,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W18,LU,513736.0,21600,0,10660,0,650,0,0,0,0,0,0,LU,ALL,AZ,634730
2021-W18,LU,513736.0,22230,0,11456,0,10841,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W19,LU,513736.0,3600,0,3094,0,2938,0,0,0,0,0,0,LU,ALL,MOD,634730
2021-W08,LU,513736.0,7020,0,2247,0,2031,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W20,LU,513736.0,4800,0,1285,0,1257,0,0,0,0,0,0,LU,ALL,AZ,634730
2021-W50,LU,513736.0,14010,0,1296,0,202,28841,6,0,0,0,0,LU,ALL,MOD,634730
2021-W21,LU,513736.0,4800,0,493,0,0,1,0,0,0,0,0,LU,ALL,JANSS,634730
2021-W21,LU,513736.0,3600,0,2216,0,1879,0,0,0,0,0,0,LU,ALL,MOD,634730
2021-W23,LU,513736.0,30420,0,12172,0,15305,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W46,LU,513736.0,8400,0,105,0,48,130,0,0,0,0,0,LU,ALL,MOD,634730
2021-W23,LU,513736.0,3600,0,14,0,3059,0,0,0,0,0,0,LU,ALL,MOD,634730
2021-W24,LU,513736.0,4800,0,104,0,5499,0,0,0,0,0,0,LU,ALL,MOD,634730
2021-W25,LU,513736.0,7200,0,9,0,1863,0,0,0,0,0,0,LU,ALL,AZ,634730
2021-W48,LU,513736.0,42120,0,1558,0,2482,7856,2,0,0,0,0,LU,ALL,COM,634730
2021-W25,LU,513736.0,39780,0,23402,0,4263,1,0,0,0,0,0,LU,ALL,COM,634730
2021-W48,LU,513736.0,13200,0,1148,0,309,16775,0,0,0,0,0,LU,ALL,MOD,634730
2021-W49,LU,513736.0,22230,0,2136,0,2253,5597,4,0,0,0,0,LU,ALL,COM,634730
2021-W26,LU,513736.0,6000,0,5759,0,108,0,0,0,0,0,0,LU,ALL,MOD,634730
2021-W27,LU,513736.0,4800,0,128,0,3720,0,0,0,0,0,0,LU,ALL,AZ,634730
2021-W50,LU,513736.0,19170,0,2050,0,2095,4196,6,0,0,0,0,LU,ALL,COM,634730
2021-W28,LU,513736.0,24570,0,3114,0,23660,0,0,0,0,0,0,LU,ALL,COM,634730
2021-W28,LU,513736.0,3600,0,1183,0,268,1,0,0,0,0,0,LU,ALL,MOD,634730
2021-W29,LU,513736.0,7500,0,30,0,101,0,0,0,0,0,0,LU,ALL,AZ,634730
2022-W01,LU,513736.0,3600,0,617,0,1839,27537,10,1,0,0,0,LU,ALL,MOD,645397
2021-W30,LU,513736.0,25740,0,1972,0,14592,41,0,0,0,0,0,LU,ALL,COM,634730
2021-W30,LU,513736.0,2400,0,910,0,0,0,0,0,0,0,0,LU,ALL,JANSS,634730
2021-W31,LU,513736.0,3600,0,14,0,1854,65,0,0,0,0,0,LU,ALL,MOD,634730
2021-W30,LU,513736.0,3600,0,9,0,5298,51,0,0,0,0,0,LU,ALL,MOD,634730
2022-W03,LU,513736.0,32910,0,533,0,1241,9705,20,0,0,0,0,LU,ALL,COM,645397
2021-W32,LU,513736.0,2400,0,20,0,48,0,0,0,0,0,0,LU,ALL,AZ,634730
2022-W03,LU,513736.0,26400,0,54,0,0,8,0,0,0,0,0,LU,ALL,JANSS,645397
2021-W32,LU,513736.0,26910,0,1711,0,3367,47,0,0,0,0,0,LU,ALL,COM,634730
2022-W03,LU,513736.0,4800,0,372,0,922,20536,42,0,0,0,0,LU,ALL,MOD,645397
2021-W33,LU,513736.0,7200,0,7,0,294,13,0,0,0,0,0,LU,ALL,MOD,634730
2022-W05,LU,513736.0,22230,0,214,0,731,3462,297,0,0,0,0,LU,ALL,COM,645397
2022-W05,LU,513736.0,1200,0,132,0,568,5380,469,0,0,0,0,LU,ALL,MOD,645397
2021-W35,LU,513736.0,16380,0,1584,0,2470,48,1,0,0,0,0,LU,ALL,COM,634730
2022-W07,LU,513736.0,25890,0,89,0,419,994,300,0,0,0,0,LU,ALL,COM,645397
2021-W37,LU,513736.0,12870,0,1589,0,1728,49,0,0,0,0,0,LU,ALL,COM,634730
2021-W37,LU,513736.0,2400,0,440,0,0,2,0,0,0,0,0,LU,ALL,JANSS,634730
2022-W08,LU,513736.0,3600,0,37,0,185,1320,330,0,0,0,0,LU,ALL,MOD,645397
2022-W08,LU,513736.0,12000,0,0,0,0,0,0,0,0,0,0,LU,ALL,NVXD,645397
2022-W09,LU,513736.0,23400,0,56,0,200,545,164,0,0,0,0,LU,ALL,COM,645397
2021-W39,LU,513736.0,24570,0,1200,0,1596,4083,0,0,0,0,0,LU,ALL,COM,634730
2022-W10,LU,513736.0,23400,0,46,0,144,419,125,0,0,0,0,LU,ALL,COM,645397
2021-W17,LU,513736.0,2400,0,1914,0,355,0,0,0,0,0,0,LU,ALL,MOD,634730
2022-W11,LU,513736.0,24570,0,20,0,78,335,111,0,0,0,0,LU,ALL,COM,645397
2022-W11,LU,513736.0,2400,0,12,0,44,527,136,0,0,0,0,LU,ALL,MOD,645397
2022-W11,LU,513736.0,12000,0,15,0,0,4,0,0,0,0,0,LU,ALL,NVXD,645397
2022-W12,LU,513736.0,2300,0,10,0,28,432,97,0,0,0,0,LU,ALL,MOD,645397
2022-W14,LU,513736.0,36270,0,21,0,53,337,91,0,0,0,0,LU,ALL,COM,645397
2022-W45,LU,513736.0,14400,0,1,0,2,84,1469,53,0,0,0,LU,ALL,COMBA.4-5,645397
2022-W46,LU,513736.0,4800,0,2,0,7,3,1,0,0,0,0,LU,ALL,COM,645397
2022-W16,LU,513736.0,37440,0,14,0,25,178,142,0,0,0,0,LU,ALL,COM,645397
2022-W39,LU,513736.0,56400,0,0,0,0,0,0,0,0,0,0,LU,ALL,MODBA.1,645397
2021-W47,LU,513736.0,13200,0,72,0,168,392,0,0,0,0,0,LU,ALL,MOD,634730
2021-W49,LU,513736.0,114600,0,1600,0,274,20908,0,0,0,0,0,LU,ALL,MOD,634730
2022-W40,LU,513736.0,8200,0,0,0,0,0,0,0,0,0,0,LU,ALL,MODBA.1,645397
2022-W26,LU,513736.0,6000,0,5,0,6,4,0,0,0,0,0,LU,ALL,NVXD,645397
2022-W21,LU,513736.0,11520,0,19,0,15,148,269,1,0,0,0,LU,ALL,COM,645397
2022-W15,LU,513736.0,37440,0,15,0,39,321,123,0,0,0,0,LU,ALL,COM,645397
2022-W15,LV,1534689.0,7200,0,44,0,41,363,4,0,0,0,0,LV,ALL,MOD,1875757
2021-W42,LV,1534689.0,18000,0,7438,0,1288,286,1,0,0,0,0,LV,ALL,MOD,1893223
2022-W20,LV,1534689.0,82980,0,70,0,107,802,2,0,0,0,0,LV,ALL,COM,1875757
2022-W19,LV,1534689.0,2400,0,14,0,42,250,4,0,0,0,0,LV,ALL,MOD,1875757
2022-W38,LV,1534689.0,51600,0,29,0,26,378,2978,0,0,0,0,LV,ALL,MODBA.1,1875757
2021-W28,LV,1534689.0,33930,0,10433,0,4390,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W11,LV,1534689.0,2340,0,41,0,126,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W29,LV,1534689.0,33930,0,11997,0,11690,4,0,0,0,0,0,LV,ALL,COM,1893223
2021-W49,LV,1534689.0,187380,0,2665,0,4315,14573,20,0,0,0,0,LV,ALL,COM,1893223
2022-W02,LV,1534689.0,33600,0,1208,0,2312,28609,14,0,0,0,0,LV,ALL,MOD,1875757
2021-W49,LV,1534689.0,48800,0,2682,0,11346,30646,21,0,0,0,0,LV,ALL,MOD,1893223
2021-W19,LV,1534689.0,81900,0,60401,0,19806,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W19,LV,1534689.0,6000,0,1853,0,0,0,0,0,0,0,0,LV,ALL,JANSS,1893223
2021-W20,LV,1534689.0,162630,0,33678,0,29483,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W20,LV,1534689.0,7200,0,7099,0,1,0,0,0,0,0,0,LV,ALL,JANSS,1893223
2021-W11,LV,1534689.0,2400,0,4361,0,1,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W10,LV,1534689.0,8400,0,1207,0,59,0,0,0,0,0,0,LV,ALL,MOD,1893223
2021-W10,LV,1534689.0,1170,0,955,0,33,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W20,LV,1534689.0,38400,0,8929,0,15596,2,0,0,0,0,0,LV,ALL,MOD,1893223
2021-W21,LV,1534689.0,56400,0,74,0,12373,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W10,LV,1534689.0,9600,0,12915,0,23,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W09,LV,1534689.0,1170,0,1650,0,441,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W08,LV,1534689.0,6000,0,1391,0,28,0,0,0,0,0,0,LV,ALL,MOD,1893223
2021-W08,LV,1534689.0,14400,0,15083,0,0,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W43,LV,1534689.0,36000,30000,2,0,16,32,0,0,0,0,0,LV,ALL,AZ,1893223
2022-W04,LV,1534689.0,69030,0,1090,0,1587,16265,4,0,0,0,0,LV,ALL,COM,1875757
2022-W12,LV,1534689.0,14900,0,82,0,71,999,5,0,0,0,0,LV,ALL,MOD,1875757
2022-W06,LV,1534689.0,136890,0,402,0,1151,8834,8,0,0,0,0,LV,ALL,COM,1875757
2022-W06,LV,1534689.0,2400,0,267,0,933,6536,11,0,0,0,0,LV,ALL,MOD,1875757
2022-W36,LV,1534689.0,43200,0,0,0,0,3,13,0,0,0,0,LV,ALL,MODBA.1,1875757
2021-W08,LV,1534689.0,1170,0,125,0,207,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W41,LV,1534689.0,18000,0,2272,0,1274,10,1,0,0,0,0,LV,ALL,MOD,1893223
2021-W13,LV,1534689.0,10530,0,2539,0,912,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W43,LV,1534689.0,36100,0,19315,0,1354,2863,3,0,0,0,0,LV,ALL,MOD,1893223
2021-W15,LV,1534689.0,11700,0,10905,0,71,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W15,LV,1534689.0,4800,0,0,0,0,0,0,0,0,0,0,LV,ALL,JANSS,1893223
2021-W16,LV,1534689.0,33930,0,19884,0,2408,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W16,LV,1534689.0,20400,0,16152,0,5173,0,0,0,0,0,0,LV,ALL,MOD,1893223
2022-W22,LV,1534689.0,72000,0,24,0,1,8,0,0,0,0,0,LV,ALL,JANSS,1875757
2021-W36,LV,1534689.0,36270,0,13033,0,11504,11,0,0,0,0,0,LV,ALL,COM,1893223
2021-W43,LV,1534689.0,69600,0,20602,0,102,243,0,0,0,0,0,LV,ALL,JANSS,1893223
2021-W12,LV,1534689.0,2340,0,41,0,1628,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W12,LV,1534689.0,4800,0,15648,0,8,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W09,LV,1534689.0,21600,0,14764,0,3,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W41,LV,1534689.0,31200,0,27249,0,124,18,0,0,0,0,0,LV,ALL,JANSS,1893223
2022-W18,LV,1534689.0,28080,0,76,0,93,818,3,0,0,0,0,LV,ALL,COM,1875757
2021-W46,LV,1534689.0,91200,0,0,0,2,33,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W24,LV,1534689.0,19400,0,15,0,11653,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W07,LV,1534689.0,16800,0,7467,0,1,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W06,LV,1534689.0,9600,0,2921,0,0,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W04,LV,1534689.0,1200,0,23,0,0,0,0,0,0,0,0,LV,ALL,MOD,1893223
2022-W36,LV,1534689.0,460800,0,0,0,0,10,6,0,0,0,0,LV,ALL,COMBA.1,1875757
2021-W24,LV,1534689.0,132210,0,14167,0,29285,0,0,0,0,0,0,LV,ALL,COM,1893223
2023-W05,LV,1534689.0,22800,0,0,0,0,0,0,0,0,0,0,LV,ALL,MODBA.4-5,1875757
2021-W52,LV,1534689.0,18000,0,1177,0,2430,13070,1,0,0,0,0,LV,ALL,COM,1893223
2021-W19,LV,1534689.0,12000,0,288,0,13764,0,0,0,0,0,0,LV,ALL,AZ,1893223
2022-W02,LV,1534689.0,95940,0,1604,0,1817,24361,18,0,0,0,0,LV,ALL,COM,1875757
2022-W46,LV,1534689.0,54720,0,11,0,12,158,635,0,0,0,0,LV,ALL,COMBA.4-5,1875757
2022-W03,LV,1534689.0,48000,195000,0,0,3,14,0,0,0,0,0,LV,ALL,AZ,1875757
2021-W30,LV,1534689.0,35100,0,13197,0,11801,2,0,0,0,0,0,LV,ALL,COM,1893223
2022-W11,LV,1534689.0,69030,0,242,0,221,2413,4,0,0,0,0,LV,ALL,COM,1875757
2021-W02,LV,1534689.0,20475,0,8051,0,0,0,0,0,0,0,0,LV,ALL,COM,1893223
2020-W52,LV,1534689.0,9750,0,0,0,0,0,0,0,0,0,0,LV,ALL,COM,1907675
2022-W05,LV,1534689.0,16800,0,360,0,1081,8957,11,0,0,0,0,LV,ALL,MOD,1875757
2021-W37,LV,1534689.0,7200,0,2438,0,3,1,0,0,0,0,0,LV,ALL,JANSS,1893223
2022-W26,LV,1534689.0,420000,0,29,0,1,8,1,0,0,0,0,LV,ALL,JANSS,1875757
2022-W22,LV,1534689.0,12000,0,10,0,13,133,1,0,0,0,0,LV,ALL,MOD,1875757
2022-W42,LV,1534689.0,19450,0,28,0,30,448,3065,0,0,0,0,LV,ALL,MODBA.1,1875757
2021-W37,LV,1534689.0,30000,0,1388,0,1667,5,0,0,0,0,0,LV,ALL,MOD,1893223
2021-W38,LV,1534689.0,19200,0,10450,0,259,3,0,0,0,0,0,LV,ALL,JANSS,1893223
2022-W40,LV,1534689.0,66240,0,1,0,2,40,337,0,0,0,0,LV,ALL,COMBA.4-5,1875757
2022-W40,LV,1534689.0,10200,0,35,0,17,454,3044,0,0,0,0,LV,ALL,MODBA.1,1875757
2021-W42,LV,1534689.0,79200,0,25089,0,161,98,0,0,0,0,0,LV,ALL,JANSS,1893223
2023-W07,LV,1534689.0,311040,0,3,0,11,27,61,0,0,0,0,LV,ALL,COMBA.4-5,1875757
2022-W01,LV,1534689.0,159120,0,1760,0,3091,25334,6,0,0,0,0,LV,ALL,COM,1875757
2021-W45,LV,1534689.0,79200,0,11184,0,36,163,0,0,0,0,0,LV,ALL,JANSS,1893223
2022-W41,LV,1534689.0,66240,0,8,0,10,107,685,0,0,0,0,LV,ALL,COMBA.4-5,1875757
2023-W07,LV,1534689.0,45600,0,0,0,0,0,0,0,0,0,0,LV,ALL,MODBA.4-5,1875757
2023-W07,LV,1534689.0,21600,0,0,0,0,0,0,0,0,0,0,LV,ALL,SGSK,1875757
2022-W17,LV,1534689.0,2400,0,33,0,63,361,9,0,0,0,0,LV,ALL,MOD,1875757
2021-W45,LV,1534689.0,209430,0,6560,0,33697,3120,3,0,0,0,0,LV,ALL,COM,1893223
2022-W39,LV,1534689.0,66240,0,0,0,0,0,0,0,0,0,0,LV,ALL,COMBA.4-5,1875757
2021-W44,LV,1534689.0,69600,0,5,0,6,87,0,0,0,0,0,LV,ALL,AZ,1893223
2023-W08,LV,1534689.0,40800,0,0,0,0,0,0,0,0,0,0,LV,ALL,SGSK,1875757
2023-W05,LV,1534689.0,3000,0,0,0,0,0,0,0,0,0,0,LV,ALL,NVXD,1875757
2021-W46,LV,1534689.0,3510,0,4246,0,12992,2235,4,0,0,0,0,LV,ALL,COM,1893223
2022-W42,LV,1534689.0,69120,0,14,0,11,178,819,0,0,0,1,LV,ALL,COMBA.4-5,1875757
2022-W26,LV,1534689.0,2400,0,12,0,10,85,1,0,0,0,0,LV,ALL,MOD,1875757
2022-W01,LV,1534689.0,4800,0,0,0,0,7,0,0,0,0,0,LV,ALL,AZ,1875757
2021-W37,LV,1534689.0,36270,0,12124,0,12682,9,0,0,0,0,0,LV,ALL,COM,1893223
2022-W08,LV,1534689.0,46200,0,126,0,481,2843,0,0,0,0,0,LV,ALL,MOD,1875757
2021-W46,LV,1534689.0,79200,0,7195,0,31,73,0,0,0,0,0,LV,ALL,JANSS,1893223
2021-W46,LV,1534689.0,97500,0,6111,0,5528,8312,11,0,0,0,0,LV,ALL,MOD,1893223
2021-W20,LV,1534689.0,9600,0,73,0,10041,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W05,LV,1534689.0,7200,0,2,0,0,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W39,LV,1534689.0,19200,0,15636,0,159,2,0,0,0,0,0,LV,ALL,JANSS,1893223
2022-W09,LV,1534689.0,67860,0,211,0,324,3821,8,0,0,0,0,LV,ALL,COM,1875757
2021-W40,LV,1534689.0,3510,83070,15981,0,11574,631,3,0,0,0,0,LV,ALL,COM,1893223
2021-W21,LV,1534689.0,16800,0,7935,0,6,3,1,0,0,0,0,LV,ALL,JANSS,1893223
2021-W21,LV,1534689.0,19200,0,6080,0,13273,0,0,0,0,0,0,LV,ALL,MOD,1893223
2021-W40,LV,1534689.0,21600,0,16534,0,393,7,0,0,0,0,0,LV,ALL,JANSS,1893223
2022-W43,LV,1534689.0,60480,0,16,0,9,194,1105,0,0,0,0,LV,ALL,COMBA.4-5,1875757
2022-W43,LV,1534689.0,106430,0,22,0,39,378,2833,0,0,0,0,LV,ALL,MODBA.1,1875757
2021-W38,LV,1534689.0,100620,0,12354,0,12026,45,0,0,0,0,0,LV,ALL,COM,1893223
2022-W11,LV,1534689.0,54000,0,6,0,0,35,0,0,0,0,0,LV,ALL,NVXD,1875757
2021-W41,LV,1534689.0,4680,0,35870,0,11585,1667,0,0,0,0,0,LV,ALL,COM,1893223
2021-W30,LV,1534689.0,12000,0,4008,0,0,0,0,0,0,0,0,LV,ALL,JANSS,1893223
2022-W10,LV,1534689.0,69030,0,217,0,239,2573,2,0,0,0,0,LV,ALL,COM,1875757
2021-W39,LV,1534689.0,3510,0,11204,0,11908,77,0,0,0,0,0,LV,ALL,COM,1893223
2022-W11,LV,1534689.0,4800,0,74,0,117,1147,1,0,0,0,0,LV,ALL,MOD,1875757
2022-W10,LV,1534689.0,54000,0,10,0,0,36,0,0,0,0,0,LV,ALL,NVXD,1875757
2022-W03,LV,1534689.0,16800,0,977,0,1536,21176,15,0,0,0,0,LV,ALL,MOD,1875757
2022-W43,LV,1534689.0,4800,0,3,0,2,15,28,0,0,0,0,LV,ALL,COM,1875757
2022-W10,LV,1534689.0,12000,0,89,0,182,1356,4,0,0,0,0,LV,ALL,MOD,1875757
2022-W39,LV,1534689.0,82100,0,30,0,10,417,2646,0,0,0,0,LV,ALL,MODBA.1,1875757
2021-W48,LV,1534689.0,74400,0,4047,0,28,129,0,0,0,0,0,LV,ALL,JANSS,1893223
2021-W22,LV,1534689.0,105300,0,14847,0,61086,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W22,LV,1534689.0,12000,0,8457,0,4,2,0,0,0,0,0,LV,ALL,JANSS,1893223
2021-W22,LV,1534689.0,19200,0,8598,0,8147,0,0,0,0,0,0,LV,ALL,MOD,1893223
2021-W23,LV,1534689.0,16800,0,71,0,14604,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W23,LV,1534689.0,106470,0,19074,0,34083,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W30,LV,1534689.0,33600,0,1197,0,1591,0,0,0,0,0,0,LV,ALL,MOD,1893223
2022-W44,LV,1534689.0,60480,0,14,0,24,270,952,0,0,0,0,LV,ALL,COMBA.4-5,1875757
2022-W46,LV,1534689.0,4800,0,4,0,1,4,17,0,0,0,0,LV,ALL,COM,1875757
2021-W29,LV,1534689.0,33600,0,1229,0,712,0,0,0,0,0,0,LV,ALL,MOD,1893223
2021-W12,LV,1534689.0,16800,0,5589,0,1368,0,0,0,0,0,0,LV,ALL,MOD,1893223
2021-W13,LV,1534689.0,43200,0,13632,0,25,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W13,LV,1534689.0,25200,0,3382,0,2191,0,0,0,0,0,0,LV,ALL,MOD,1893223
2021-W14,LV,1534689.0,11700,0,881,0,89,0,0,0,0,0,0,LV,ALL,COM,1893223
2021-W42,LV,1534689.0,4680,0,35932,0,10420,2631,1,0,0,0,0,LV,ALL,COM,1893223
2022-W13,LV,1534689.0,58800,0,81,0,45,747,2,0,0,0,0,LV,ALL,MOD,1875757
2021-W35,LV,1534689.0,32400,0,1389,0,924,1,0,0,0,0,0,LV,ALL,MOD,1893223
2021-W35,LV,1534689.0,15210,0,12916,0,13084,2,0,0,0,0,0,LV,ALL,COM,1893223
2021-W15,LV,1534689.0,7200,0,15941,0,1439,0,0,0,0,0,0,LV,ALL,AZ,1893223
2023-W04,LV,1534689.0,55200,0,0,0,0,0,0,0,0,0,0,LV,ALL,MODBA.4-5,1875757
2021-W49,LV,1534689.0,19200,0,3027,0,14,170,0,0,0,0,0,LV,ALL,JANSS,1893223
2022-W45,LV,1534689.0,60480,0,15,0,19,156,649,0,0,0,0,LV,ALL,COMBA.4-5,1875757
2021-W23,LV,1534689.0,12000,0,8550,0,7,0,0,0,0,0,0,LV,ALL,JANSS,1893223
2021-W49,LV,1534689.0,14400,0,0,0,2,33,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W48,LV,1534689.0,50400,0,3313,0,14779,24890,12,0,0,0,0,LV,ALL,MOD,1893223
2022-W26,LV,1534689.0,600,0,4,0,8,9,0,0,0,0,0,LV,ALL,NVXD,1875757
2022-W44,LV,1534689.0,231000,0,22,0,23,355,2224,0,0,0,0,LV,ALL,MODBA.1,1875757
2023-W03,LV,1534689.0,74880,100800,8,0,31,55,178,0,0,0,0,LV,ALL,COMBA.4-5,1875757
2021-W25,LV,1534689.0,115200,0,21,0,6504,0,0,0,0,0,0,LV,ALL,AZ,1893223
2021-W25,LV,1534689.0,132210,0,3730,0,9890,0,0,0,0,0,0,LV,ALL,COM,1893223
